         356816814 function calls (356815059 primitive calls) in 847.812 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      120    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\_dtype.py:178(_datetime_metadata_str)
       21    0.000    0.000    0.142    0.007 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:701(take)
       45    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\numerictypes.py:569(find_common_type)
       84    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5670(_maybe_cast_with_dtype)
       27    0.000    0.000    1.117    0.041 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\construction.py:60(arrays_to_mgr)
       18    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:50(__new__)
      840    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
      102    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\urllib\parse.py:110(_coerce_args)
       57    0.000    0.000    0.005    0.000 {built-in method builtins.sorted}
       30    0.000    0.000    0.003    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\common.py:152(get_filepath_or_buffer)
       84    0.000    0.000    0.093    0.001 C:\Users\Jishnuraj k\anaconda3\lib\xml\etree\ElementTree.py:1192(parse)
       21    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\book.py:562(__init__)
       21    0.000    0.000  805.181   38.342 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\util\_decorators.py:283(wrapper)
      173    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int64}
       42    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\xml\etree\ElementTree.py:1278(_close_and_return_root)
      224    0.000    0.000    0.008    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1894(<lambda>)
      101    0.000    0.000    0.039    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexing.py:1474(_getitem_axis)
      111    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:139(<listcomp>)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:472(__init__)
       45    0.000    0.000    0.003    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2048(__init__)
       21    0.000    0.000    0.063    0.003 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2264(TextParser)
       21    0.000    0.000    1.424    0.068 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:70(concat)
      125    0.000    0.000    0.003    0.000 {method 'all' of 'numpy.ndarray' objects}
      126    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1613(internal_values)
       42    0.000    0.000    0.004    0.000 C:\Users\Jishnuraj k\anaconda3\lib\abc.py:84(__new__)
       69    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
       15    0.000    0.000    0.760    0.051 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1238(reindex_indexer)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:86(cell_name_to_rowx_colx)
      105    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\construction.py:580(is_empty_data)
       27    0.000    0.000    0.039    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\construction.py:600(create_series_with_explicit_dtype)
       90    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:5123(__getattr__)
        3    0.000    0.000    0.123    0.041 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:1026(_cython_agg_blocks)
       27    0.000    0.000    0.056    0.002 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
      222    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:144(<genexpr>)
       21    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\__init__.py:122(<listcomp>)
       51    0.000    0.000    0.004    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\common.py:49(is_url)
       57    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1532(__init__)
      316    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:2220(validate_tz_from_dtype)
        6    0.000    0.000   29.958    4.993 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:2994(to_csv)
       24    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1499(_validate_parse_dates_presence)
       42    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\excel\_xlrd.py:24(_workbook_class)
      208    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\concat.py:174(__init__)
      143    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\frame.py:421(_constructor)
        3    0.000    0.000    0.034    0.011 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:1446(_get_time_bins)
       36    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\_dtype.py:34(__str__)
      307    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:311(shape)
      147    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\zipfile.py:684(_check_compression)
       45    0.000    0.000    0.383    0.009 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:5216(_consolidate)
       78    0.000    0.000    0.323    0.004 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:961(consolidate)
       15    0.000    0.000    0.049    0.003 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4161(_concat)
       12    0.000    0.000    0.131    0.011 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\datetimelike.py:181(take)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:476(<lambda>)
       18    0.000    0.000    0.006    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\api.py:161(union_indexes)
      193    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\_asarray.py:86(asanyarray)
       27    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\range.py:134(_simple_new)
      578    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      309    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
      179    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:590(dtype)
      292    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
      126    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\zipfile.py:1437(getinfo)
      114    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\series.py:492(name)
        6    0.000    0.000   29.953    4.992 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:158(save)
      111    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:147(<setcomp>)
       21    0.000    0.000    0.003    0.000 C:\Users\Jishnuraj k\anaconda3\lib\zipfile.py:1823(close)
      144    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1261(<genexpr>)
      104    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:573(__array__)
       21    0.000    0.000    0.054    0.003 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4133(append)
      187    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:149(cast_scalar_indexer)
      178    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1293(<lambda>)
      101    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexing.py:100(iloc)
       12    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:530(__getitem__)
      256    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\concat.py:483(<genexpr>)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
      234    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      114    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
       28    0.000    0.000    0.155    0.006 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\shape_base.py:223(vstack)
       21    0.000    0.000    0.012    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\range.py:153(_data)
        6    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:233(_save_header)
       42    0.000    0.000    0.005    0.000 C:\Users\Jishnuraj k\anaconda3\lib\xml\etree\ElementTree.py:1256(__init__)
      249    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:289(<genexpr>)
        9    0.000    0.000    0.656    0.073 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1284(<listcomp>)
      104    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:329(apply_if_callable)
       26    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
       75    0.000    0.000    0.383    0.005 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:5208(_consolidate_inplace)
      283    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      117    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:520(is_)
      112    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\concat.py:493(<genexpr>)
       24    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\base.py:1032(__iter__)
      333    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1193(_validate_names)
       21    0.000    0.000    0.314    0.015 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1242(try_datetime)
       21    0.000    0.000    0.010    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\api.py:109(_get_combined_index)
       56    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\concat.py:490(_is_uniform_reindex)
       21    0.000    0.000  736.612   35.077 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\excel\_xlrd.py:11(__init__)
        9    0.000    0.000    0.005    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2957(get_indexer)
      110    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\_mixins.py:74(__len__)
       21    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:3121(_get_index_name)
       18    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:392(<listcomp>)
      335    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      164    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
      137    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\genericpath.py:121(_splitext)
        6    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        6    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\numeric.py:2274(within_tol)
      196    0.000    0.000    0.000    0.000 {built-in method pandas._libs.writers.word_len}
       12    0.000    0.000    0.005    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\extension.py:214(__getitem__)
      161    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:3620(_get_na_values)
       27    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:369(_validate_integer)
       24    0.000    0.000    0.009    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:11556(logical_func)
       84    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\frame.py:568(axes)
      126    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\series.py:540(_values)
       18    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\api.py:289(<setcomp>)
       21    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:596(do_dimension)
       30    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
       78    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:213(get_values)
      246    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      198    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       18    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:554(_engine)
      321    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      392    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       24    0.000    0.000    0.010    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\series.py:4391(reindex)
      133    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1593(construct_1d_ndarray_preserving_na)
       27    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1216(_set_names)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\lib\function_base.py:4236(delete)
       34    0.000    0.000    0.017    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:52(_wrapfunc)
      120    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1389(_validate_parse_dates_arg)
       24    0.000    0.000    3.760    0.157 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1671(_make_index)
       48    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:147(__enter__)
        3    0.000    0.000    0.451    0.150 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:1011(_downsample)
       21    0.000    0.000    0.066    0.003 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:517(_get_new_axes)
       21    0.000    0.000    2.747    0.131 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2617(_convert_data)
       69    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\_mixins.py:77(ndim)
       27    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:334(_construct_axes_from_arguments)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2323(<genexpr>)
       12    0.000    0.000    0.110    0.009 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\_mixins.py:33(take)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\api.py:95(_get_distinct_objs)
       21    0.000    0.000    0.055    0.003 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:534(_get_concat_axis)
       21    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2594(_exclude_implicit_index)
        9    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:366(_get_cython_function)
      126    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x0000016ED1C3DC10}
       21    0.000    0.000    0.003    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:793(copy)
        6    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\numeric.py:2197(isclose)
       93    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1852(_shape_compat)
       28    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:999(argsort)
       27    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1246(set_names)
      243    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       45    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2056(_maybe_coerce_values)
       48    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\frame.py:585(shape)
       66    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
      144    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\concat.py:332(<genexpr>)
       26    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2380(is_bool)
      114    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:229(fill_value)
      152    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:232(attrs)
       21    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:379(<listcomp>)
       21    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\zipfile.py:214(_EndRecData64)
        6    0.000    0.000    0.424    0.071 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:3256(take)
       54    0.000    0.000    0.006    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:4447(<genexpr>)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:528(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\sheet.py:576(tidy_dimensions)
       15    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\common.py:302(infer_compression)
      105    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      252    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        6    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:184(maybe_downcast_numeric)
        3    0.000    0.000    0.005    0.002 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5257(drop)
       21    0.000    0.000    0.066    0.003 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:519(<listcomp>)
       27    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\re.py:289(_compile)
      249    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       90    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\numerictypes.py:545(_can_coerce_all)
       21    0.000    0.000    0.010    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:524(_get_comb_axis)
       21    0.000    0.000    0.003    0.000 C:\Users\Jishnuraj k\anaconda3\lib\zipfile.py:1819(__del__)
       63    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\xml\etree\ElementTree.py:608(iter)
       60    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1213(_get_names)
       12    0.000    0.000    0.108    0.009 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\algorithms.py:1523(take)
       48    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
       84    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:471(ndim)
      256    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:1082(freq)
        6    0.000    0.000    0.103    0.017 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:4502(_reindex_with_indexers)
      294    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      101    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexing.py:2270(need_slice)
       42    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\distutils\version.py:312(<listcomp>)
      158    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:1729(validate_inferred_freq)
      246    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\lib\function_base.py:1152(diff)
       27    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       27    0.000    0.000    0.053    0.002 <frozen importlib._bootstrap_external>:1334(find_spec)
       21    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\ntpath.py:203(splitext)
       27    0.000    0.000    0.006    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4275(identical)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:3380(_process_date_conversion)
       51    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:150(ensure_python_int)
       42    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\xml\etree\ElementTree.py:1240(IterParseIterator)
       18    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\api.py:271(get_consensus_names)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:984(iget)
       30    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2007(is_all_dates)
       42    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
       24    0.000    0.000    0.006    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\nanops.py:396(nanany)
       33    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\typing.py:768(__instancecheck__)
       60    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\base.py:201(construct_from_string)
       12    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\datetimelike.py:640(_shallow_copy)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:737(_combine)
      205    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
        3    0.000    0.000    0.008    0.003 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\tools\datetimes.py:135(_maybe_cache)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1959(_do_date_conversions)
      108    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
      164    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:58(tz_to_dtype)
       54    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:249(_validate_dtype)
        3    0.000    0.000    8.693    2.898 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2153(read)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\threading.py:81(RLock)
       28    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(argsort)
      108    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:190(all_none)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\util\_decorators.py:206(_format_argument_list)
      112    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1830(<lambda>)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4036(__contains__)
       18    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\api.py:233(_sanitize_and_check)
       33    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:433(__enter__)
       63    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\util\_validators.py:208(validate_bool_kwarg)
